,client_id,credit_limit_initial,credit_limit,add_product,mp_first_login,mp_last_login,tp_num,cl_age,education_id,gender_id,marital_status_id,employment_status_cd,city_population_category,app_channel,Авто и запчасти frequency,Авто и запчасти amount,Аптеки frequency,Аптеки amount,Детские товары frequency,Детские товары amount,Досуг и развлечения frequency,Досуг и развлечения amount,Заправки frequency,Заправки amount,Зоотовары frequency,Зоотовары amount,Интернет-магазины frequency,Интернет-магазины amount,Кафе и рестораны frequency,Кафе и рестораны amount,Косметика и парфюмерия frequency,Косметика и парфюмерия amount,Красота и здоровье frequency,Красота и здоровье amount,Мебель и товары для дома frequency,Мебель и товары для дома amount,Одежда и обувь frequency,Одежда и обувь amount,Подарки и развлечения frequency,Подарки и развлечения amount,Прочее frequency,Прочее amount,Путешествия frequency,Путешествия amount,Спорт frequency,Спорт amount,Страхование frequency,Страхование amount,Такси и грузоперевозки frequency,Такси и грузоперевозки amount,Товары для ремонта frequency,Товары для ремонта amount,Электроника frequency,Электроника amount,Ювелирные изделия frequency,Ювелирные изделия amount
0,16036,15000.0,15000.0,Халва,2018-12-05 00:00:00.000,2019-02-07 00:00:00.000,,45,3,2,2,PNW,0 – 100 тыс,Walk In Sales,0,0.0,2,539.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1,72530,30000.0,30000.0,Халва + ДК,2018-12-01 00:00:00.000,2018-12-01 00:00:00.000,,65,3,1,4,PNS,300 – 700 тыс,Call Center,0,0.0,0,0.0,1,1044.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3113.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
2,81134,15000.0,15000.0,Халва,,,,59,3,1,2,PNS,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,1,730.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,4737.46,0,0.0,0,0.0,0,0.0,2,1785.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2860.0,0,0.0,0,0.0
3,82643,15000.0,150000.0,Халва,2018-05-18 00:00:00.000,2019-03-11 00:00:00.000,1.0,37,6,1,1,EME,>700 тыс,Walk In Sales,0,0.0,3,2464.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,17454.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
4,103623,15000.0,30000.0,Халва,2018-10-28 00:00:00.000,2019-02-10 00:00:00.000,,65,2,2,2,PNS,100 – 300 тыс,УРМ,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,15556.779999999999,0,0.0,0,0.0,1,1511.0,0,0.0,0,0.0,0,0.0,1,7990.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
5,114914,15000.0,15000.0,Халва,2018-07-17 00:00:00.000,2018-07-17 00:00:00.000,,60,3,2,3,PNS,0 – 100 тыс,Call Center,0,0.0,0,0.0,0,0.0,0,0.0,1,1027.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
6,122428,15000.0,30000.0,Халва,2018-03-31 00:00:00.000,2019-03-09 00:00:00.000,,39,3,2,2,EME,300 – 700 тыс,Call Center,1,3451.5,0,0.0,0,0.0,0,0.0,9,4379.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,110.0,0,0.0,0,0.0
7,129642,30000.0,30000.0,Халва,,,,60,2,2,2,EME,100 – 300 тыс,Walk In Sales,14,3059.9199999999996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,319.22999999999996,0,0.0,1,355.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
8,147391,20000.0,20000.0,Халва,,,,70,3,1,2,PNS,300 – 700 тыс,Call Center,0,0.0,1,592.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2136.69,0,0.0,6,6746.0,0,0.0,0,0.0,1,565.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2442.0,0,0.0,0,0.0
9,149542,20000.0,20000.0,Халва,,,,60,2,1,4,PNS,100 – 300 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,3014.2000000000003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
10,150574,30000.0,30000.0,Халва,2018-04-17 00:00:00.000,2019-03-11 00:00:00.000,,59,6,1,4,PNW,300 – 700 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,1,550.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,5921.44,8,20338.0,0,0.0,4,3133.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
11,169101,30000.0,30000.0,Халва + ДК,2018-04-24 00:00:00.000,2019-03-11 00:00:00.000,,39,3,2,2,PNS,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4580.0,3,11059.0,0,0.0
12,172389,60000.0,90000.0,Халва,2018-03-30 00:00:00.000,2019-03-09 00:00:00.000,,32,-1,2,-1,UNK,0 – 100 тыс,Internet Sales,3,10060.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1279.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
13,198299,15000.0,30000.0,Халва,2018-03-30 00:00:00.000,2019-03-05 00:00:00.000,,31,3,1,2,EME,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,1,1000.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1625.0,3,3335.0,0,0.0,2,1470.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1165.0,0,0.0
14,243247,60000.0,60000.0,Халва,2018-05-22 00:00:00.000,2019-03-08 00:00:00.000,,34,2,2,2,EME,100 – 300 тыс,Internet Sales,17,13865.14,0,0.0,0,0.0,0,0.0,5,3147.5,0,0.0,0,0.0,16,12420.0,3,1023.3499999999999,0,0.0,1,24390.0,0,0.0,0,0.0,6,2013.0,0,0.0,0,0.0,0,0.0,0,0.0,2,700.0,0,0.0,1,5110.0
15,253210,50000.0,50000.0,Халва,2018-04-08 00:00:00.000,2019-03-04 00:00:00.000,,50,-1,1,-1,UNK,100 – 300 тыс,DSA,1,4410.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,755.49,1,405.0,0,0.0,4,24170.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
16,256890,15000.0,15000.0,Халва,,,,58,3,1,3,PNW,0 – 100 тыс,Internet Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,115.0,0,0.0,0,0.0,3,6421.0,0,0.0,2,1745.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
17,270817,15000.0,15000.0,Халва,2018-04-20 00:00:00.000,2019-03-11 00:00:00.000,2.0,48,3,1,3,EME,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,795.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
18,288309,30000.0,60000.0,Халва,2018-07-30 00:00:00.000,2019-03-11 00:00:00.000,1.0,55,3,1,4,PNW,0 – 100 тыс,Walk In Sales,0,0.0,1,857.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,12060.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,6537.0,1,9999.0,0,0.0
19,296498,15000.0,30000.0,Халва,2018-04-04 00:00:00.000,2019-02-15 00:00:00.000,,58,3,1,5,PNS,0 – 100 тыс,Call Center,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1376.79,0,0.0,0,0.0,1,898.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,13305.0,0,0.0,0,0.0
20,319793,75000.0,75000.0,Халва,2018-04-07 00:00:00.000,2019-03-07 00:00:00.000,,34,-1,1,1,UNK,300 – 700 тыс,DSA,1,7529.0,0,0.0,1,686.8,0,0.0,9,9700.99,0,0.0,0,0.0,0,0.0,1,699.0,2,1180.0,0,0.0,11,22915.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,22454.27,0,0.0,0,0.0
21,360346,15000.0,60000.0,Халва,2018-04-18 00:00:00.000,2019-03-05 00:00:00.000,,43,3,1,1,EME,300 – 700 тыс,Call Center,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,12609.69,0,0.0,0,0.0,5,24111.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
22,363124,20000.0,20000.0,Халва,2018-03-31 00:00:00.000,2019-02-21 00:00:00.000,,52,3,1,2,EME,100 – 300 тыс,Call Center,3,1717.5,0,0.0,0,0.0,0,0.0,20,7700.0,0,0.0,0,0.0,0,0.0,26,7345.139999999999,0,0.0,0,0.0,0,0.0,0,0.0,4,1249.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4660.0,0,0.0
23,377998,20000.0,20000.0,Халва,2018-04-27 00:00:00.000,2019-03-07 00:00:00.000,,32,3,2,2,EME,0 – 100 тыс,Internet Sales,3,863.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
24,454484,30000.0,30000.0,Халва,2018-05-31 00:00:00.000,2018-05-31 00:00:00.000,,60,2,1,4,PNS,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,219.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,4230.0,0,0.0
25,455247,15000.0,15000.0,Халва,2018-04-09 00:00:00.000,2019-03-04 00:00:00.000,,53,3,1,3,EME,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,7561.88,0,0.0,0,0.0,0,0.0,8,3895.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2085.0,1,6300.0,0,0.0
26,463111,15000.0,15000.0,Халва,2018-04-10 00:00:00.000,2019-02-28 00:00:00.000,,47,4,1,3,EME,300 – 700 тыс,Internet Sales,0,0.0,4,2208.0,1,123.0,0,0.0,5,717.0,0,0.0,0,0.0,1,59.9,1,507.0,0,0.0,0,0.0,1,4950.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,819.0,0,0.0,0,0.0,0,0.0
27,470409,15000.0,15000.0,Халва,2018-04-02 00:00:00.000,2019-03-04 00:00:00.000,,35,3,2,2,EME,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3000.0,0,0.0,0,0.0,0,0.0,0,0.0,5,10764.0,0,0.0,0,0.0
28,492968,15000.0,15000.0,Халва,2018-05-30 00:00:00.000,2018-05-30 00:00:00.000,,61,2,1,1,PNS,300 – 700 тыс,Walk In Sales,0,0.0,7,2656.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,371.38,0,0.0,1,780.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
29,526221,15000.0,15000.0,Халва + Вклад,,,,58,3,1,2,PNS,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,2,2216.1400000000003,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,11595.0,0,0.0,0,0.0
30,544269,15000.0,15000.0,Халва + ДК,,,,56,3,2,5,PNS,300 – 700 тыс,УРМ,2,2301.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
31,545861,60000.0,60000.0,Халва,2018-04-01 00:00:00.000,2019-03-11 00:00:00.000,,35,3,2,2,EME,100 – 300 тыс,Internet Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,18056.0,3,19061.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,31850.0,0,0.0
32,560526,45000.0,45000.0,Халва,2018-05-28 00:00:00.000,2019-03-11 00:00:00.000,1.0,43,3,2,2,EME,0 – 100 тыс,Internet Sales,0,0.0,0,0.0,0,0.0,0,0.0,20,20250.16,0,0.0,0,0.0,1,155.9,1,1775.9,0,0.0,13,10393.7,1,1595.0,0,0.0,2,3027.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,12982.6,1,380.0
33,647205,45000.0,45000.0,Халва,2018-05-21 00:00:00.000,2018-12-11 00:00:00.000,,44,6,1,5,EME,300 – 700 тыс,Internet Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,14390.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
34,654905,15000.0,15000.0,Халва,2018-04-04 00:00:00.000,2019-03-06 00:00:00.000,,46,-1,2,2,UNK,300 – 700 тыс,Call Center,1,416.0,0,0.0,0,0.0,0,0.0,3,1651.4,0,0.0,6,91753.0,0,0.0,0,0.0,0,0.0,1,92433.0,2,6209.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,2115.0,7,92553.0,0,0.0
35,763143,15000.0,15000.0,Халва,2018-04-20 00:00:00.000,2019-03-12 00:00:00.000,1.0,61,3,2,2,PNW,0 – 100 тыс,Call Center,0,0.0,8,2355.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,90.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,156.0,0,0.0,0,0.0
36,782679,15000.0,15000.0,Халва,2018-04-15 00:00:00.000,2018-04-15 00:00:00.000,,61,3,1,4,PNS,300 – 700 тыс,Internet Sales,0,0.0,6,1680.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,444.36,0,0.0,1,2372.28,2,1840.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
37,861925,15000.0,90000.0,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,,42,-1,2,2,UNK,300 – 700 тыс,DSA,0,0.0,0,0.0,1,2688.0,0,0.0,13,12228.78,0,0.0,0,0.0,0,0.0,0,0.0,1,6440.0,0,0.0,9,47311.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2799.0,1,4550.0
38,865030,90000.0,90000.0,Халва,2018-04-18 00:00:00.000,2019-03-08 00:00:00.000,,40,6,2,2,EME,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,5,5499.8099999999995,0,0.0,2,5698.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1589.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,7566.0,1,6692.0
39,865574,45000.0,45000.0,Халва,2018-05-31 00:00:00.000,2019-03-11 00:00:00.000,,40,6,2,2,EME,300 – 700 тыс,Internet Sales,0,0.0,0,0.0,4,4258.110000000001,0,0.0,0,0.0,0,0.0,3,7242.0,0,0.0,0,0.0,0,0.0,0,0.0,3,9597.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5844.8,3,7242.0,0,0.0
40,866691,30000.0,30000.0,Халва,2018-04-21 00:00:00.000,2019-03-11 00:00:00.000,,45,-1,2,-1,UNK,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,4,7265.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2369.0,5,1345.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,3273.0,0,0.0,0,0.0
41,886977,15000.0,15000.0,Халва + ДК,2018-05-14 00:00:00.000,2019-03-04 00:00:00.000,,45,3,1,5,EME,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,6,2279.87,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
42,959681,15000.0,15000.0,Халва,2018-11-30 00:00:00.000,2018-11-30 00:00:00.000,,69,6,2,2,PNW,100 – 300 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,200.37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
43,982767,20000.0,20000.0,Халва,,,,64,3,1,4,PNS,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,698.38,0,0.0,0,0.0,6,4306.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
44,1002699,15000.0,15000.0,Халва,2018-05-07 00:00:00.000,2019-03-09 00:00:00.000,,45,3,1,1,EME,100 – 300 тыс,Internet Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1868.5700000000002,0,0.0,0,0.0,3,7152.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
45,1097600,15000.0,60000.0,Халва,2018-04-28 00:00:00.000,2019-03-11 00:00:00.000,,32,2,1,2,EME,0 – 100 тыс,Internet Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,21201.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,36510.0,0,0.0
46,1098229,50000.0,50000.0,Халва,2018-04-05 00:00:00.000,2019-03-11 00:00:00.000,,41,-1,1,1,UNK,100 – 300 тыс,DSA,0,0.0,0,0.0,0,0.0,0,0.0,12,9930.8,0,0.0,0,0.0,0,0.0,5,7116.85,3,608.8,0,0.0,8,20370.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
47,1338132,20000.0,20000.0,Халва,,,,63,2,1,3,PNW,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,1,98.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
48,6055,15000.0,15000.0,Халва + ДК,,,,66,2,2,5,PNS,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,412.48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
49,49511,15000.0,15000.0,Халва,2018-04-23 00:00:00.000,2018-12-06 00:00:00.000,,59,3,1,4,PNW,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,1,500.0,0,0.0,0,0.0,0,0.0,10,2318.44,15,2394.59,1,10000.0,6,4220.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
50,62109,45000.0,45000.0,Халва,2019-01-29 00:00:00.000,2019-01-29 00:00:00.000,,37,6,2,2,EME,100 – 300 тыс,Call Center,0,0.0,0,0.0,0,0.0,0,0.0,4,1885.75,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1155.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
51,64902,15000.0,15000.0,Халва + Вклад,2018-04-15 00:00:00.000,2019-03-12 00:00:00.000,,36,6,2,2,EME,0 – 100 тыс,Walk In Sales,1,57.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,156.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,3826.95,0,0.0
52,101700,30000.0,30000.0,Халва,2018-05-11 00:00:00.000,2019-02-25 00:00:00.000,,59,4,2,5,EME,100 – 300 тыс,Representative,0,0.0,0,0.0,0,0.0,0,0.0,33,18271.699999999997,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,24679.8,0,0.0,0,0.0
53,105797,30000.0,30000.0,Халва,2018-03-30 00:00:00.000,2018-05-25 00:00:00.000,,45,3,1,2,EME,300 – 700 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,3,1622.5,0,0.0,0,0.0,0,0.0,8,2803.9,0,0.0,1,5104.0,2,3048.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
54,107523,15000.0,15000.0,Халва,,,,58,3,1,2,PNS,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,1587.0900000000001,5,1258.0000000000002,0,0.0,5,2059.0,0,0.0,1,137.5,0,0.0,0,0.0,0,0.0,0,0.0,7,6707.0,0,0.0,0,0.0
55,131636,75000.0,75000.0,Халва,2018-03-31 00:00:00.000,2019-03-02 00:00:00.000,,36,-1,2,2,EME,0 – 100 тыс,Internet Sales,2,13070.0,11,4363.04,0,0.0,0,0.0,13,11229.0,0,0.0,2,25762.0,0,0.0,0,0.0,0,0.0,0,0.0,3,4688.0,0,0.0,13,7814.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,25762.0,0,0.0
56,144193,15000.0,60000.0,Халва,2018-04-04 00:00:00.000,2019-03-11 00:00:00.000,,43,6,1,2,EME,300 – 700 тыс,Internet Sales,4,15514.2,0,0.0,1,1903.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,489.0,0,0.0,1,468.0,1,5631.0,0,0.0,3,6211.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
57,162634,30000.0,30000.0,Халва + ДКПЗА,,,,58,2,2,2,PNW,300 – 700 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,9,8298.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1399.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
58,229074,20000.0,20000.0,Халва,2018-05-03 00:00:00.000,2019-02-15 00:00:00.000,,58,3,1,2,PNS,0 – 100 тыс,Call Center,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,18143.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
59,318192,40000.0,40000.0,Халва,2018-04-01 00:00:00.000,2019-03-04 00:00:00.000,,41,3,1,2,EME,100 – 300 тыс,DSA,0,0.0,2,1219.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3304.01,2,1219.6,0,0.0,2,3818.01,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
60,340301,75000.0,75000.0,Халва,2018-04-23 00:00:00.000,2019-03-12 00:00:00.000,,59,-1,1,1,OTH,100 – 300 тыс,DSA,1,10140.0,1,1059.0,0,0.0,0,0.0,54,16225.25,0,0.0,0,0.0,0,0.0,7,2408.25,5,2853.8999999999996,0,0.0,9,33543.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
61,355809,30000.0,30000.0,Халва,2018-04-13 00:00:00.000,2019-02-26 00:00:00.000,,47,3,1,2,EME,0 – 100 тыс,Representative,0,0.0,0,0.0,0,0.0,0,0.0,1,500.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2257.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
62,469966,30000.0,30000.0,Халва,2018-04-03 00:00:00.000,2019-03-05 00:00:00.000,,46,2,2,3,EME,0 – 100 тыс,Call Center,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,3712.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,9395.0,26,19070.0,0,0.0
63,554324,15000.0,15000.0,Халва,2018-04-01 00:00:00.000,2019-03-08 00:00:00.000,,58,3,2,5,PNW,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,5971.530000000001,1,310.1,2,511.5,1,630.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1343.0,0,0.0
64,592072,75000.0,75000.0,Халва,2018-04-16 00:00:00.000,2019-02-20 00:00:00.000,,33,-1,2,1,UNK,100 – 300 тыс,УРМ,2,851.0,0,0.0,0,0.0,0,0.0,41,13420.0,0,0.0,0,0.0,0,0.0,2,225.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
65,602206,15000.0,15000.0,Халва,2018-04-03 00:00:00.000,2019-03-12 00:00:00.000,,37,2,2,2,EME,0 – 100 тыс,Walk In Sales,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,677.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5339.99
